YEAR,DOMS,COUNT,SN,TN
2019,IOT-Percept,7.0,Arduino Uno R3,LPG
2019,IOT-App,7.0,hyper-connected IoT,IoT
2019,IOT-Network,6.0,Chirp modulation,LoRa
2019,IOT-App,6.0,information-centric IoV,IoV
2019,IOT-App,6.0,Lung cancer,reinforcement learning
2019,IOT-App,6.0,OSLC specification,IoT
2019,IOT-Percept,8.0,IoT,RFID
2019,EPS-Source,10.0,islanding detection method,DC
2019,IOT-Network,6.0,machine learning,5G
2019,IOT-Compute,8.0,application store,IoT
2019,IOT-Network,6.0,Wireless communication network,IoT
2019,IOT-App,8.0,security and privacy,IoT
2019,EPS-Source,6.0,frequency stabilization,WTG
2019,IOT-App,8.0,paperwork inaccuracies,HAL
2019,IOT-Network,7.0,trajectory optimization,IoT
2019,EPS-Source,6.0,distributed power generation,power management
2019,IOT-App,6.0,Multicriteria decision-making,IoT
2019,IOT-App,17.0,Network telescopes,IoT
2019,IOT-App,8.0,eMTC(Enhanced Machine Type Communication),eMTC
2019,EPS-Load,6.0,additive noise,ED
2019,IOT-App,8.0,NB,eMTC
2019,IOT-Network,9.0,MQTT,IoT
2019,IOT-Network,6.0,Energy-harvesting,WSN
2019,EPS-Source,7.0,Smart grid,smart grids
2019,EPS-Grid,6.0,ESS,energy storage
2019,IOT-Network,6.0,Deep Reinforcement Learning,IoT
2019,IOT-Network,8.0,D2D communication,D2D
2019,IOT-Network,8.0,Industrial Internet of Things,Internet of Things
2019,IOT-App,7.0,Google Voice API,IoT
2019,IOT-App,7.0,IoT security and privacy,IoT
2019,IOT-App,8.0,PSS(Primary Synchronization Signal),eMTC
2019,IOT-Network,10.0,3G,IoT
2019,IOT-Network,7.0,IIoT,OPC
2019,IOT-App,7.0,context management,IoT
2019,IOT-Compute,7.0,subset aggregation,IoT
2019,EPS-Load,6.0,secure operation,ED
2019,IOT-Compute,6.0,Anomaly Detection,IoT
2019,IOT-Network,6.0,15,EB
2019,IOT-App,6.0,firewalls,IoV
2019,EPS-Source,6.0,power system measurement,DC
2019,EPS-Source,8.0,renewable energy sources,DC
2019,EPS-Load,6.0,pool-based day-ahead electricity market,MGA
2019,IOT-Network,6.0,Wireless sensor network,TGO
2019,IOT-App,6.0,penetrated malicious content,IoV
2019,IOT-Network,7.0,LTE-M,IoT
2019,EPS-Source,6.0,Microgrids,energy storage
2019,EPS-Store,6.0,energy storage system,CES
2019,IOT-Network,7.0,OPC UA,OPC
2019,IOT-Compute,6.0,Sensing devices access platform,IoT
2019,IOT-Network,6.0,RBAC,IoT
2019,IOT-App,8.0,FDM(Frequency Division Multiplex),eMTC
2019,IOT-Network,7.0,energy minimization,IoT
2019,IOT-Network,6.0,distributed and dynamic packet scheduling,D-2-PaS
2019,EPS-Store,7.0,battery powered vehicles,EVs
2019,IOT-Percept,7.0,testing platform,wireless sensor networks
2019,IOT-Percept,6.0,Vision system,3D
2019,IOT-App,6.0,coverage enhancement,RAP
2019,IOT-Network,8.0,smart contract,IoT
2019,IOT-App,7.0,object-based modeling,IoT
2019,IOT-Percept,6.0,wearable devices,SiNW
2019,IOT-Percept,7.0,gas sensor,LPG
2019,IOT-Network,13.0,5G mobile communication,5G
2019,IOT-Network,6.0,Security,5G
2019,EPS-Load,6.0,robust scheduling,MGA
2019,IOT-Percept,17.0,Internet of Things,wireless sensor networks
2019,EPS-Store,7.0,distributed power generation,EVs
2019,IOT-App,7.0,protocols,IoT
2019,IOT-Network,6.0,online algorithm,IoT
2019,EPS-Store,7.0,Distributed generation,BESS
2019,IOT-App,6.0,Machine Learning,BLE
2019,EPS-Source,6.0,Off-grid PV,PV
2019,IOT-App,6.0,Interface management and configuration,IoT
2019,IOT-App,6.0,Accountability,IoT
2019,IOT-Percept,7.0,continuous monitoring,IoT
2019,EPS-Source,7.0,energy storage system,PV
2019,IOT-App,8.0,PSM,eMTC
2019,IOT-Network,10.0,Cluster-based wireless sensor network,CS
2019,IOT-Compute,6.0,Healthcare,IoT
2019,IOT-App,18.0,Localization,IoT
2019,EPS-Grid,7.0,power line communications,PLC
2019,IOT-App,18.0,multidimensional scaling,IoT
2019,IOT-App,7.0,heterogeneity,IoT
2019,EPS-Store,6.0,cloud energy storage service,CES
2019,IOT-Percept,8.0,Magnetoresistive sensor,MR
2019,IOT-Network,11.0,IoT devices,IoT
2019,EPS-Source,6.0,high-frequency impedance model,DC
2019,EPS-Grid,6.0,electric coupling,HVDC
2019,EPS-Load,6.0,price-maker MGA,MGA
2019,IOT-Network,10.0,IoT,BLE
2019,IOT-App,7.0,Cycle time,3D
2019,EPS-Source,8.0,microgrids,SMES
2019,IOT-Percept,6.0,sparsity,SPARCE
2019,EPS-Load,6.0,different operation scenarios,ED
2019,IOT-App,6.0,Veracity,IoT
2019,IOT-Network,6.0,WSN,5G
2019,IOT-Network,6.0,mobility,EB
2019,IOT-App,6.0,intelligent transportation,IoV
2019,IOT-Network,11.0,Wireless communication,IoT
2019,IOT-Network,10.0,routing protocol,IoT
2019,IOT-Compute,6.0,Resource Management,IoT
2019,IOT-App,6.0,Drones,BLE
2019,EPS-Load,6.0,existing ED strategies,ED
2019,IOT-Percept,6.0,Big data,IoT
2019,IOT-App,6.0,Intelligent Prosthetics,BLE
2019,IOT-App,6.0,Lifecycle data integration,IoT
2019,EPS-Load,13.0,Smart grid,DR
2019,IOT-Network,6.0,Resource management,IoT
2019,EPS-Source,6.0,Solar energy,PV
2019,EPS-Grid,8.0,distributed generations,MG
2019,EPS-Grid,8.0,hybrid AC,DC
2019,EPS-Load,6.0,consensus-based implementation,ED
2019,EPS-Load,6.0,post-iterate averaging technique,ED
2019,EPS-Source,6.0,renewable energy sources,CCFC
2019,IOT-App,7.0,Lattice-based cryptography,IoT
2019,IOT-Network,6.0,Wireless communication,LoRa
2019,IOT-Percept,6.0,Internet of Things,WSN
2019,IOT-Compute,8.0,embedded devices,IoT
2019,IOT-Network,10.0,IoT,UAVs
2019,IOT-Network,8.0,factory of the future,IoT
2019,EPS-Source,7.0,power generation control,PV
2019,IOT-Network,6.0,Low-power electronics,LoRa
2019,IOT-Network,6.0,Safety,IoV
2019,EPS-Store,6.0,distributed energy storage,CES
2019,IOT-Percept,6.0,SDN,IoT
2019,EPS-Load,6.0,additive communication noise,ED
2019,EPS-Store,7.0,game theory,EVs
2019,EPS-Load,6.0,Cloud computing,SG
2019,IOT-Network,6.0,IoT device and server,IoT
2019,EPS-Source,7.0,Monte Carlo methods,PV
2019,IOT-App,17.0,Probing,IoT
2019,EPS-Grid,7.0,LPWAN,LoRa
2019,IOT-App,6.0,Remote Robotic Surgery,BLE
2019,IOT-App,8.0,Narrow Band,eMTC
2019,IOT-App,8.0,Cellular Internet of Things,eMTC
2019,IOT-Network,8.0,cardiac rehabilitation exercise,CR
2019,EPS-Store,6.0,residential areas,CES
2019,EPS-Source,6.0,detection failure,DC
